2025-08-31 19:08:14.602 | INFO     | __main__:main:173 - ============================================================
2025-08-31 19:30:24.709 | INFO     | __main__:process_single_pdf:52 - Processing The Proposed Ninth Edition TNM Classification of Lung Cancer.pdf...
2025-08-31 19:32:15.811 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed The Proposed Ninth Edition TNM Classification of Lung Cancer
2025-08-31 19:32:15.811 | INFO     | __main__:main:198 - Reached 10 successful processes, committing intermediate results...
2025-08-31 19:32:15.811 | INFO     | __main__:git_commit_and_push:129 - Adding changes to git...
2025-08-31 19:32:16.064 | INFO     | __main__:git_commit_and_push:145 - Creating git commit...
2025-08-31 19:32:16.088 | INFO     | __main__:git_commit_and_push:158 - Pushing to origin/fix/extraction-hardening...
2025-08-31 19:32:22.556 | SUCCESS  | __main__:git_commit_and_push:161 - ✓ Successfully pushed to GitHub (branch: fix/extraction-hardening)
2025-08-31 19:32:22.556 | INFO     | __main__:main:189 - [11/414] Processing Inhaled GM-CSF for Pulmonary Alveolar Proteino.pdf
2025-08-31 19:32:22.556 | INFO     | __main__:process_single_pdf:52 - Processing Inhaled GM-CSF for Pulmonary Alveolar Proteino.pdf...
2025-08-31 19:33:58.273 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Inhaled GM-CSF for Pulmonary Alveolar Proteino
2025-08-31 19:33:58.273 | INFO     | __main__:main:189 - [12/414] Processing Audit of the autoantibody test, EarlyCDT.pdf
2025-08-31 19:33:58.273 | INFO     | __main__:process_single_pdf:52 - Processing Audit of the autoantibody test, EarlyCDT.pdf...
2025-08-31 19:34:46.582 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Audit of the autoantibody test, EarlyCDT
2025-08-31 19:34:46.582 | INFO     | __main__:main:189 - [13/414] Processing gonzalez-et-al-2024-assessment-of-advanced-diagnostic-bronchoscopy-outcomes-for-peripheral-lung-lesions-a-delphi (1).pdf
2025-08-31 19:34:46.582 | INFO     | __main__:process_single_pdf:52 - Processing gonzalez-et-al-2024-assessment-of-advanced-diagnostic-bronchoscopy-outcomes-for-peripheral-lung-lesions-a-delphi (1).pdf...
2025-08-31 19:37:03.647 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed gonzalez-et-al-2024-assessment-of-advanced-diagnostic-bronchoscopy-outcomes-for-peripheral-lung-lesions-a-delphi (1)
2025-08-31 19:37:03.648 | INFO     | __main__:main:189 - [14/414] Processing Novel bronchoscopic management of airway bleeding with absorbable gelatin and thrombin slurry.pdf
2025-08-31 19:37:03.648 | INFO     | __main__:process_single_pdf:52 - Processing Novel bronchoscopic management of airway bleeding with absorbable gelatin and thrombin slurry.pdf...
2025-08-31 19:37:59.556 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Novel bronchoscopic management of airway bleeding with absorbable gelatin and thrombin slurry
2025-08-31 19:37:59.557 | INFO     | __main__:main:189 - [15/414] Processing VERITAS.pdf
2025-08-31 19:37:59.557 | INFO     | __main__:process_single_pdf:52 - Processing VERITAS.pdf...
2025-08-31 19:39:20.947 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed VERITAS
2025-08-31 19:39:20.948 | INFO     | __main__:main:189 - [16/414] Processing Gomes-2015-Percutaneous endoscopic gastrostomy.pdf
2025-08-31 19:39:20.948 | INFO     | __main__:process_single_pdf:52 - Processing Gomes-2015-Percutaneous endoscopic gastrostomy.pdf...
2025-08-31 19:42:18.852 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Gomes-2015-Percutaneous endoscopic gastrostomy
2025-08-31 19:42:18.853 | INFO     | __main__:main:189 - [17/414] Processing Airway spray cryotherapy initial outcomes from.pdf
2025-08-31 19:42:18.853 | INFO     | __main__:process_single_pdf:52 - Processing Airway spray cryotherapy initial outcomes from.pdf...
2025-08-31 19:43:15.622 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Airway spray cryotherapy initial outcomes from
2025-08-31 19:43:15.622 | INFO     | __main__:main:189 - [18/414] Processing Tedde-2011-A new technique for T-tube insertio.pdf
2025-08-31 19:43:15.622 | INFO     | __main__:process_single_pdf:52 - Processing Tedde-2011-A new technique for T-tube insertio.pdf...
2025-08-31 19:43:43.904 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Tedde-2011-A new technique for T-tube insertio
2025-08-31 19:43:43.904 | INFO     | __main__:main:189 - [19/414] Processing What is the value of electromagnetic navigation in lung cancer and to what extent does it require improvement .pdf
2025-08-31 19:43:43.905 | INFO     | __main__:process_single_pdf:52 - Processing What is the value of electromagnetic navigation in lung cancer and to what extent does it require improvement .pdf...
2025-08-31 19:46:35.205 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed What is the value of electromagnetic navigation in lung cancer and to what extent does it require improvement 
2025-08-31 19:46:35.205 | INFO     | __main__:main:189 - [20/414] Processing Bronchoscopes of the Twenty-First Century.pdf
2025-08-31 19:46:35.205 | INFO     | __main__:process_single_pdf:52 - Processing Bronchoscopes of the Twenty-First Century.pdf...
2025-08-31 19:48:17.205 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Bronchoscopes of the Twenty-First Century
2025-08-31 19:48:17.205 | INFO     | __main__:main:198 - Reached 20 successful processes, committing intermediate results...
2025-08-31 19:48:17.205 | INFO     | __main__:git_commit_and_push:129 - Adding changes to git...
2025-08-31 19:48:17.464 | INFO     | __main__:git_commit_and_push:145 - Creating git commit...
2025-08-31 19:48:17.497 | INFO     | __main__:git_commit_and_push:158 - Pushing to origin/fix/extraction-hardening...
2025-08-31 19:48:21.758 | SUCCESS  | __main__:git_commit_and_push:161 - ✓ Successfully pushed to GitHub (branch: fix/extraction-hardening)
2025-08-31 19:48:21.758 | INFO     | __main__:main:189 - [21/414] Processing surigicalLVR Rationale and design of The NETT Trial.pdf
2025-08-31 19:48:21.758 | INFO     | __main__:process_single_pdf:52 - Processing surigicalLVR Rationale and design of The NETT Trial.pdf...
2025-08-31 19:50:21.635 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed surigicalLVR Rationale and design of The NETT Trial
2025-08-31 19:50:21.635 | INFO     | __main__:main:189 - [22/414] Processing fistula Abu-Hijleh-2019-Intrabronchial Valves for Air.pdf
2025-08-31 19:50:21.635 | INFO     | __main__:process_single_pdf:52 - Processing fistula Abu-Hijleh-2019-Intrabronchial Valves for Air.pdf...
2025-08-31 19:52:07.818 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed fistula Abu-Hijleh-2019-Intrabronchial Valves for Air
2025-08-31 19:52:07.819 | INFO     | __main__:main:189 - [23/414] Processing Safety and feasibility of interventional pulmo.pdf
2025-08-31 19:52:07.819 | INFO     | __main__:process_single_pdf:52 - Processing Safety and feasibility of interventional pulmo.pdf...
2025-08-31 19:53:15.239 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Safety and feasibility of interventional pulmo
2025-08-31 19:53:15.239 | INFO     | __main__:main:189 - [24/414] Processing fistula Fiorelli-2018-Unidirectional endobronchial val.pdf
2025-08-31 19:53:15.239 | INFO     | __main__:process_single_pdf:52 - Processing fistula Fiorelli-2018-Unidirectional endobronchial val.pdf...
2025-08-31 19:56:41.670 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed fistula Fiorelli-2018-Unidirectional endobronchial val
2025-08-31 19:56:41.670 | INFO     | __main__:main:189 - [25/414] Processing The role of bronchoscopy in the diagnosis of airway disease.pdf
2025-08-31 19:56:41.670 | INFO     | __main__:process_single_pdf:52 - Processing The role of bronchoscopy in the diagnosis of airway disease.pdf...
2025-08-31 20:02:35.143 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed The role of bronchoscopy in the diagnosis of airway disease
2025-08-31 20:02:35.143 | INFO     | __main__:main:189 - [26/414] Processing Development of a Tool to Assess Basic Competen.pdf
2025-08-31 20:02:35.144 | INFO     | __main__:process_single_pdf:52 - Processing Development of a Tool to Assess Basic Competen.pdf...
2025-08-31 20:04:21.157 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Development of a Tool to Assess Basic Competen
2025-08-31 20:04:21.157 | INFO     | __main__:main:189 - [27/414] Processing Pison-2021-Safety of denervation following tar.pdf
2025-08-31 20:04:21.157 | INFO     | __main__:process_single_pdf:52 - Processing Pison-2021-Safety of denervation following tar.pdf...
2025-08-31 20:05:41.739 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Pison-2021-Safety of denervation following tar
2025-08-31 20:05:41.739 | INFO     | __main__:main:189 - [28/414] Processing The Impact of Gravity vs Suction-driven Therap.pdf
2025-08-31 20:05:41.739 | INFO     | __main__:process_single_pdf:52 - Processing The Impact of Gravity vs Suction-driven Therap.pdf...
2025-08-31 20:07:02.136 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed The Impact of Gravity vs Suction-driven Therap
2025-08-31 20:07:02.136 | INFO     | __main__:main:189 - [29/414] Processing State of the Art IP.pdf
2025-08-31 20:07:02.137 | INFO     | __main__:process_single_pdf:52 - Processing State of the Art IP.pdf...
2025-08-31 20:15:32.954 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed State of the Art IP
2025-08-31 20:15:32.955 | INFO     | __main__:main:189 - [30/414] Processing cone_beam_ct_with_augmented_fluoroscopy_combined.pdf
2025-08-31 20:15:32.955 | INFO     | __main__:process_single_pdf:52 - Processing cone_beam_ct_with_augmented_fluoroscopy_combined.pdf...
2025-08-31 20:16:39.075 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed cone_beam_ct_with_augmented_fluoroscopy_combined
2025-08-31 20:16:39.076 | INFO     | __main__:main:198 - Reached 30 successful processes, committing intermediate results...
2025-08-31 20:16:39.076 | INFO     | __main__:git_commit_and_push:129 - Adding changes to git...
2025-08-31 20:16:39.251 | INFO     | __main__:git_commit_and_push:145 - Creating git commit...
2025-08-31 20:16:39.286 | INFO     | __main__:git_commit_and_push:158 - Pushing to origin/fix/extraction-hardening...
2025-08-31 20:16:43.707 | SUCCESS  | __main__:git_commit_and_push:161 - ✓ Successfully pushed to GitHub (branch: fix/extraction-hardening)
2025-08-31 20:16:43.707 | INFO     | __main__:main:189 - [31/414] Processing Clinical and quality of life outcomes vs. exte.pdf
2025-08-31 20:16:43.707 | INFO     | __main__:process_single_pdf:52 - Processing Clinical and quality of life outcomes vs. exte.pdf...
2025-08-31 20:17:25.761 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Clinical and quality of life outcomes vs. exte
2025-08-31 20:17:25.761 | INFO     | __main__:main:189 - [32/414] Processing Advantages of US in percutaneous dilatational.pdf
2025-08-31 20:17:25.761 | INFO     | __main__:process_single_pdf:52 - Processing Advantages of US in percutaneous dilatational.pdf...
2025-08-31 20:18:19.283 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Advantages of US in percutaneous dilatational
2025-08-31 20:18:19.283 | INFO     | __main__:main:189 - [33/414] Processing IASLC Proposals for Revision of TNM.pdf
2025-08-31 20:18:19.283 | INFO     | __main__:process_single_pdf:52 - Processing IASLC Proposals for Revision of TNM.pdf...
2025-08-31 20:22:16.414 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed IASLC Proposals for Revision of TNM
2025-08-31 20:22:16.414 | INFO     | __main__:main:189 - [34/414] Processing Tracheomalacia and tracheobronchomalacia in ch.pdf
2025-08-31 20:22:16.414 | INFO     | __main__:process_single_pdf:52 - Processing Tracheomalacia and tracheobronchomalacia in ch.pdf...
2025-08-31 20:29:01.684 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Tracheomalacia and tracheobronchomalacia in ch
2025-08-31 20:29:01.684 | INFO     | __main__:main:189 - [35/414] Processing Ruigrok-2020-Digital versus analogue chest dra.pdf
2025-08-31 20:29:01.684 | INFO     | __main__:process_single_pdf:52 - Processing Ruigrok-2020-Digital versus analogue chest dra.pdf...
2025-08-31 20:30:20.263 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Ruigrok-2020-Digital versus analogue chest dra
2025-08-31 20:30:20.263 | INFO     | __main__:main:189 - [36/414] Processing Lipp-2013-Systemic antimicrobial prophylaxis f.pdf
2025-08-31 20:30:20.263 | INFO     | __main__:process_single_pdf:52 - Processing Lipp-2013-Systemic antimicrobial prophylaxis f.pdf...
2025-08-31 20:32:29.143 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Lipp-2013-Systemic antimicrobial prophylaxis f
2025-08-31 20:32:29.144 | INFO     | __main__:main:189 - [37/414] Processing klug-et-al-2024-proposed-ninth-edition-tnm-staging-system-for-lung-cancer-guide-for-radiologists.pdf
2025-08-31 20:32:29.144 | INFO     | __main__:process_single_pdf:52 - Processing klug-et-al-2024-proposed-ninth-edition-tnm-staging-system-for-lung-cancer-guide-for-radiologists.pdf...
2025-08-31 20:34:07.285 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed klug-et-al-2024-proposed-ninth-edition-tnm-staging-system-for-lung-cancer-guide-for-radiologists
2025-08-31 20:34:07.285 | INFO     | __main__:main:189 - [38/414] Processing Eur Respir Rev-2020-DeMaio-200028.pdf
2025-08-31 20:34:07.285 | INFO     | __main__:process_single_pdf:52 - Processing Eur Respir Rev-2020-DeMaio-200028.pdf...
2025-08-31 20:38:03.413 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Eur Respir Rev-2020-DeMaio-200028
2025-08-31 20:38:03.414 | INFO     | __main__:main:189 - [39/414] Processing RigidMiniThoracoscopyVersusSemirigid_Thoracoscopy.pdf
2025-08-31 20:38:03.414 | INFO     | __main__:process_single_pdf:52 - Processing RigidMiniThoracoscopyVersusSemirigid_Thoracoscopy.pdf...
2025-08-31 20:39:06.272 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed RigidMiniThoracoscopyVersusSemirigid_Thoracoscopy
2025-08-31 20:39:06.273 | INFO     | __main__:main:189 - [40/414] Processing Preoperative endobronchial photodynamic therap.pdf
2025-08-31 20:39:06.273 | INFO     | __main__:process_single_pdf:52 - Processing Preoperative endobronchial photodynamic therap.pdf...
2025-08-31 20:39:58.513 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Preoperative endobronchial photodynamic therap
2025-08-31 20:39:58.513 | INFO     | __main__:main:198 - Reached 40 successful processes, committing intermediate results...
2025-08-31 20:39:58.513 | INFO     | __main__:git_commit_and_push:129 - Adding changes to git...
2025-08-31 20:39:58.817 | INFO     | __main__:git_commit_and_push:145 - Creating git commit...
2025-08-31 20:39:58.853 | INFO     | __main__:git_commit_and_push:158 - Pushing to origin/fix/extraction-hardening...
2025-08-31 20:40:04.732 | SUCCESS  | __main__:git_commit_and_push:161 - ✓ Successfully pushed to GitHub (branch: fix/extraction-hardening)
2025-08-31 20:40:04.732 | INFO     | __main__:main:189 - [41/414] Processing Transbronchial Lung Cryobiopsy and Video-assis.pdf
2025-08-31 20:40:04.732 | INFO     | __main__:process_single_pdf:52 - Processing Transbronchial Lung Cryobiopsy and Video-assis.pdf...
2025-08-31 20:42:03.719 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Transbronchial Lung Cryobiopsy and Video-assis
2025-08-31 20:42:03.719 | INFO     | __main__:main:189 - [42/414] Processing Use of fibrinolytics and deoxyribonuclease in.pdf
2025-08-31 20:42:03.719 | INFO     | __main__:process_single_pdf:52 - Processing Use of fibrinolytics and deoxyribonuclease in.pdf...
2025-08-31 20:45:21.634 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Use of fibrinolytics and deoxyribonuclease in
2025-08-31 20:45:21.634 | INFO     | __main__:main:189 - [43/414] Processing Cyrany-2016-Buried bumper syndrome_ A complica.pdf
2025-08-31 20:45:21.634 | INFO     | __main__:process_single_pdf:52 - Processing Cyrany-2016-Buried bumper syndrome_ A complica.pdf...
2025-08-31 20:46:30.586 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Cyrany-2016-Buried bumper syndrome_ A complica
2025-08-31 20:46:30.587 | INFO     | __main__:main:189 - [44/414] Processing The Utility of the EBUS Characteristics in Differentiating Between Malignant and Tuberculous .pdf
2025-08-31 20:46:30.587 | INFO     | __main__:process_single_pdf:52 - Processing The Utility of the EBUS Characteristics in Differentiating Between Malignant and Tuberculous .pdf...
2025-08-31 20:47:26.154 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed The Utility of the EBUS Characteristics in Differentiating Between Malignant and Tuberculous 
2025-08-31 20:47:26.154 | INFO     | __main__:main:189 - [45/414] Processing BLVR with endobronchial valves for patients wi.pdf
2025-08-31 20:47:26.154 | INFO     | __main__:process_single_pdf:52 - Processing BLVR with endobronchial valves for patients wi.pdf...
2025-08-31 20:49:23.223 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed BLVR with endobronchial valves for patients wi
2025-08-31 20:49:23.223 | INFO     | __main__:main:189 - [46/414] Processing A Multicenter RCT of Zephyr Endobronchial Valv.pdf
2025-08-31 20:49:23.223 | INFO     | __main__:process_single_pdf:52 - Processing A Multicenter RCT of Zephyr Endobronchial Valv.pdf...
2025-08-31 20:51:34.687 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed A Multicenter RCT of Zephyr Endobronchial Valv
2025-08-31 20:51:34.688 | INFO     | __main__:main:189 - [47/414] Processing nd__yag_laser_therapy_in_lung_cancer__an_11_year.6.pdf
2025-08-31 20:51:34.688 | INFO     | __main__:process_single_pdf:52 - Processing nd__yag_laser_therapy_in_lung_cancer__an_11_year.6.pdf...
2025-08-31 20:52:06.689 | ERROR    | __main__:process_single_pdf:74 - ✗ Failed to process nd__yag_laser_therapy_in_lung_cancer__an_11_year.6: 2025-08-31 20:51:37.623 | INFO     | __main__:process_pdf:62 - Docling parsing (DocumentConverter): nd__yag_laser_therapy_in_lung_cancer__an_11_year.6.pdf
2025-08-31 20:52:03.245 | INFO     | __main__:process_pdf:80 - Cropping figure images with EXIF captions
2025-08-31 20:52:03.863 | INFO     | __main__:process_pdf:83 - GROBID metadata & references
Traceback (most recent call last):
  File "/home/rjm/projects/ip_knowledge/medparse/medparse-docling/scripts/process_one.py", line 264, in <module>
    process_pdf(Path(args.pdf), Path(args.out), Path(args.cfg), linker=args.linker, dump_docling_debug=args.dump_docling_debug)
  File "/home/rjm/projects/ip_knowledge/medparse/medparse-docling/scripts/process_one.py", line 95, in process_pdf
    refs = parse_references_tei(refs_tei["references_tei"])
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/rjm/projects/ip_knowledge/medparse/medparse-docling/scripts/grobid_references.py", line 29, in parse_references_tei
    root = etree.fromstring(tei_xml.encode("utf-8"))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "src/lxml/etree.pyx", line 3307, in lxml.etree.fromstring
  File "src/lxml/parser.pxi", line 1995, in lxml.etree._parseMemoryDocument
  File "src/lxml/parser.pxi", line 1882, in lxml.etree._parseDoc
  File "src/lxml/parser.pxi", line 1164, in lxml.etree._BaseParser._parseDoc
  File "src/lxml/parser.pxi", line 633, in lxml.etree._ParserContext._handleParseResultDoc
  File "src/lxml/parser.pxi", line 743, in lxml.etree._handleParseResult
  File "src/lxml/parser.pxi", line 672, in lxml.etree._raiseParseError
  File "<string>", line 1
lxml.etree.XMLSyntaxError: Document is empty, line 1, column 1

2025-08-31 20:52:06.689 | INFO     | __main__:main:189 - [48/414] Processing Ljungdahl-2006-Complication rate lower after p.pdf
2025-08-31 20:52:06.690 | INFO     | __main__:process_single_pdf:52 - Processing Ljungdahl-2006-Complication rate lower after p.pdf...
2025-08-31 20:53:21.807 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Ljungdahl-2006-Complication rate lower after p
2025-08-31 20:53:21.807 | INFO     | __main__:main:189 - [49/414] Processing Multidetector CT evaluation of tracheobronchom.pdf
2025-08-31 20:53:21.807 | INFO     | __main__:process_single_pdf:52 - Processing Multidetector CT evaluation of tracheobronchom.pdf...
2025-08-31 20:54:29.726 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Multidetector CT evaluation of tracheobronchom
2025-08-31 20:54:29.726 | INFO     | __main__:main:189 - [50/414] Processing Validation Study for the N Descriptor.pdf
2025-08-31 20:54:29.726 | INFO     | __main__:process_single_pdf:52 - Processing Validation Study for the N Descriptor.pdf...
2025-08-31 20:55:26.508 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Validation Study for the N Descriptor
2025-08-31 20:55:26.509 | INFO     | __main__:main:189 - [51/414] Processing chest tube pandora box.pdf
2025-08-31 20:55:26.509 | INFO     | __main__:process_single_pdf:52 - Processing chest tube pandora box.pdf...
2025-08-31 20:57:00.929 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed chest tube pandora box
2025-08-31 20:57:00.929 | INFO     | __main__:main:198 - Reached 50 successful processes, committing intermediate results...
2025-08-31 20:57:00.929 | INFO     | __main__:git_commit_and_push:129 - Adding changes to git...
2025-08-31 20:57:01.196 | INFO     | __main__:git_commit_and_push:145 - Creating git commit...
2025-08-31 20:57:01.226 | INFO     | __main__:git_commit_and_push:158 - Pushing to origin/fix/extraction-hardening...
2025-08-31 20:57:06.402 | SUCCESS  | __main__:git_commit_and_push:161 - ✓ Successfully pushed to GitHub (branch: fix/extraction-hardening)
2025-08-31 20:57:06.402 | INFO     | __main__:main:189 - [52/414] Processing Multi-disciplinary management of patients with.pdf
2025-08-31 20:57:06.403 | INFO     | __main__:process_single_pdf:52 - Processing Multi-disciplinary management of patients with.pdf...
2025-08-31 21:01:01.852 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Multi-disciplinary management of patients with
2025-08-31 21:01:01.853 | INFO     | __main__:main:189 - [53/414] Processing Potentially fatal arrhythmia complicating endobronchial epinephrine.pdf
2025-08-31 21:01:01.853 | INFO     | __main__:process_single_pdf:52 - Processing Potentially fatal arrhythmia complicating endobronchial epinephrine.pdf...
2025-08-31 21:01:48.314 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Potentially fatal arrhythmia complicating endobronchial epinephrine
2025-08-31 21:01:48.314 | INFO     | __main__:main:189 - [54/414] Processing fistula Bronstein-2019-Management of air leaks post-su.pdf
2025-08-31 21:01:48.314 | INFO     | __main__:process_single_pdf:52 - Processing fistula Bronstein-2019-Management of air leaks post-su.pdf...
2025-08-31 21:03:45.167 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed fistula Bronstein-2019-Management of air leaks post-su
2025-08-31 21:03:45.167 | INFO     | __main__:main:189 - [55/414] Processing Dransfield-2020-Effect of Zephyr Endobronchial.pdf
2025-08-31 21:03:45.167 | INFO     | __main__:process_single_pdf:52 - Processing Dransfield-2020-Effect of Zephyr Endobronchial.pdf...
2025-08-31 21:06:10.713 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed Dransfield-2020-Effect of Zephyr Endobronchial
2025-08-31 21:06:10.713 | INFO     | __main__:main:189 - [56/414] Processing ratwani-et-al-2025-post-thoracentesis-ultrasound-vs-chest-x-ray-for-the-evaluation-of-effusion-evacuation-and-lung-re.pdf
2025-08-31 21:06:10.713 | INFO     | __main__:process_single_pdf:52 - Processing ratwani-et-al-2025-post-thoracentesis-ultrasound-vs-chest-x-ray-for-the-evaluation-of-effusion-evacuation-and-lung-re.pdf...
2025-08-31 21:08:00.178 | SUCCESS  | __main__:process_single_pdf:71 - ✓ Successfully processed ratwani-et-al-2025-post-thoracentesis-ultrasound-vs-chest-x-ray-for-the-evaluation-of-effusion-evacuation-and-lung-re
